,0,1,2,3,4
0,-73.97422774674538,40.7404024118929,-73.95655059814453,40.73393249511719,0.018823958291000267
1,-0.10937952995027445,51.51462881175843,-1.6177271604537964,53.78532409667969,2.7260171773870447
3,11.96531570842511,57.70139115195518,11.970102310180664,57.7036018371582,0.0052724458682051984
4,-3.1773680357644025,51.48403092408648,-3.419140100479126,51.7066764831543,0.3286712282038694
5,-122.33284523522232,47.624430689902375,-122.67807006835938,48.50667953491211,0.947387571132066
7,29.01472745122386,41.040286614361904,29.05354118347168,40.97932434082031,0.07226966587971267
8,-3.6982615626537836,40.43295340670302,-0.34927886724472046,39.458980560302734,3.487736830621604
9,-122.41581061730463,37.778128516919246,-122.40597534179688,37.7831916809082,0.011062019431030853
10,-73.9846967989887,40.73427429070686,-73.9549560546875,40.78472900390625,0.05856782355203224
11,-83.74725143788345,42.30574421782021,-83.76004028320312,42.410335540771484,0.10537029657976618
13,-122.41421055179944,37.77985919218926,-122.5313720703125,37.92890548706055,0.18958275089033066
14,-122.41894230961896,37.771111613009886,-122.5118637084961,37.77005386352539,0.09292741900675029
15,-122.41694491377137,37.77840451642044,-122.40707397460938,37.78160095214844,0.010375579082784947
17,139.72189042934605,35.681112737652064,139.05929565429688,37.926204681396484,2.340826706911163
18,-97.74528792250311,30.328483648101084,-97.73657989501953,30.359542846679688,0.03225683739922236
19,4.88068493602111,52.368196717727365,5.110730171203613,52.09566879272461,0.35664026712708813
20,-79.40442348099685,43.658807806419425,-79.4694595336914,43.65789794921875,0.06504241685403576
21,-122.41925043818685,37.77099842904586,-122.158447265625,37.44203186035156,0.41980626262220844
22,-122.41121215653783,37.77777724410403,-122.39334106445312,37.77849197387695,0.017885378691776893
23,4.375049593944867,50.83892067195482,4.386468410491943,50.833465576171875,0.012654937429195403
24,139.72893821823655,35.67718814022105,139.71542358398438,35.63372802734375,0.04551292948468123
26,-86.15252283366272,39.80784674687864,-86.16015625,39.769569396972656,0.039031071735264086
27,-122.42268264440713,37.76998395226495,-122.40294647216797,37.78075408935547,0.022483601748884988
28,-122.41849872612076,37.77744795197544,-122.39537048339844,37.761722564697266,0.027967899750807025
29,139.71117364712896,35.65989501704677,140.1815948486328,36.085540771484375,0.6344055604225783
30,-73.97983557067357,40.724538193720704,-73.99383544921875,40.68266677856445,0.04414988116028031
32,-79.39032460019388,43.65605853003065,-79.43233489990234,43.6788444519043,0.04779187710508033
33,38.97419068070019,45.030723066453966,39.072879791259766,45.00960159301758,0.10092401687984999
36,-97.74823893913288,30.274613080296312,-97.78929901123047,30.435216903686523,0.1657694712792851
38,-122.41866640573272,37.768672312966665,-122.41346740722656,37.78377151489258,0.015969204246503953
39,139.71654770928492,35.66308689691662,139.73294067382812,35.67189025878906,0.018607215449170645
40,139.73990573277658,35.680805558601115,139.69711303710938,35.661991119384766,0.046746100644775856
